X,Y,Z,TimeStamp,RunId,Id
0.9405940594059407,0.04950495049504951,7.257425742574258,1409057795281,3,4143
-8.455445544554456,-0.009900990099009901,-3.118811881188119,1409057795300,3,4144
-8.336633663366337,-0.07920792079207921,-3.1683168316831685,1409057795320,3,4145
-8.396039603960396,0.04950495049504951,-3.099009900990099,1409057795339,3,4146
-8.594059405940595,-0.039603960396039604,-3.2475247524752477,1409057795359,3,4147
-8.405940594059405,0.10891089108910891,-3.108910891089109,1409057795378,3,4148
-8.544554455445544,0.0,-3.108910891089109,1409057795398,3,4149
-8.396039603960396,-0.15841584158415842,-3.2574257425742577,1409057795417,3,4150
-8.376237623762377,-0.09900990099009901,-3.1683168316831685,1409057795437,3,4151
-8.346534653465346,-0.04950495049504951,-3.217821782178218,1409057795456,3,4152
-8.514851485148515,0.0,-3.198019801980198,1409057795476,3,4153
-8.514851485148515,0.09900990099009901,-3.1881188118811883,1409057795496,3,4154
-8.504950495049505,-0.1485148514851485,-3.2574257425742577,1409057795515,3,4155
-8.405940594059405,-0.10891089108910891,-3.099009900990099,1409057795535,3,4156
-8.495049504950495,0.06930693069306931,-3.128712871287129,1409057795554,3,4157
-8.396039603960396,0.009900990099009901,-3.1485148514851486,1409057795574,3,4158
-8.495049504950495,0.0297029702970297,-3.128712871287129,1409057795593,3,4159
-8.574257425742575,-0.039603960396039604,-3.1881188118811883,1409057795613,3,4160
-8.455445544554456,0.019801980198019802,-3.099009900990099,1409057795632,3,4161
-8.336633663366337,0.039603960396039604,-3.1782178217821784,1409057795652,3,4162
-8.455445544554456,-0.04950495049504951,-3.237623762376238,1409057795671,3,4163
-8.514851485148515,-0.0297029702970297,-3.366336633663366,1409057795691,3,4164
-8.366336633663366,-0.04950495049504951,-3.099009900990099,1409057795710,3,4165
-8.346534653465346,-0.04950495049504951,-3.1584158415841586,1409057795730,3,4166
-8.405940594059405,-0.1188118811881188,-3.2673267326732676,1409057795749,3,4167
-8.475247524752476,-0.10891089108910891,-3.1782178217821784,1409057795769,3,4168
-8.405940594059405,-0.18811881188118812,-3.2475247524752477,1409057795788,3,4169
-8.554455445544555,-0.0297029702970297,-3.2574257425742577,1409057795808,3,4170
-8.376237623762377,-0.12871287128712872,-3.217821782178218,1409057795828,3,4171
-8.415841584158416,-0.04950495049504951,-3.198019801980198,1409057795847,3,4172
-8.455445544554456,-0.13861386138613863,-3.2673267326732676,1409057795867,3,4173
-8.415841584158416,-0.10891089108910891,-3.198019801980198,1409057795886,3,4174
-8.435643564356436,-0.039603960396039604,-3.198019801980198,1409057795906,3,4175
-8.425742574257425,-0.0297029702970297,-3.2475247524752477,1409057795925,3,4176
-8.485148514851485,0.0,-3.0693069306930694,1409057795945,3,4177
-8.504950495049505,-0.0891089108910891,-3.366336633663366,1409057795964,3,4178
-8.495049504950495,0.019801980198019802,-3.1386138613861387,1409057795984,3,4179
-8.495049504950495,-0.0297029702970297,-3.2574257425742577,1409057796003,3,4180
-8.415841584158416,-0.039603960396039604,-3.237623762376238,1409057796023,3,4181
-8.534653465346535,-0.09900990099009901,-3.1782178217821784,1409057796042,3,4182
-8.405940594059405,-0.1485148514851485,-3.2475247524752477,1409057796062,3,4183
-8.396039603960396,0.009900990099009901,-3.0792079207920793,1409057796081,3,4184
-8.217821782178218,0.039603960396039604,-3.1485148514851486,1409057796101,3,4185
-8.455445544554456,-0.13861386138613863,-3.1584158415841586,1409057796121,3,4186
-8.435643564356436,-0.1188118811881188,-3.198019801980198,1409057796140,3,4187
-8.603960396039604,-0.21782178217821782,-3.3366336633663365,1409057796160,3,4188
-8.475247524752476,-0.009900990099009901,-3.2574257425742577,1409057796179,3,4189
-8.386138613861386,-0.10891089108910891,-3.4356435643564356,1409057796199,3,4190
-8.396039603960396,0.009900990099009901,-3.2673267326732676,1409057796218,3,4191
-8.316831683168317,-0.12871287128712872,-3.1683168316831685,1409057796238,3,4192
-8.237623762376238,-0.0891089108910891,-3.297029702970297,1409057796257,3,4193
-8.475247524752476,-0.0297029702970297,-3.2574257425742577,1409057796277,3,4194
-8.495049504950495,0.019801980198019802,-3.0792079207920793,1409057796296,3,4195
-8.564356435643564,0.019801980198019802,-3.217821782178218,1409057796316,3,4196
-8.495049504950495,-0.039603960396039604,-3.099009900990099,1409057796335,3,4197
-8.495049504950495,-0.21782178217821782,-3.297029702970297,1409057796355,3,4198
-8.594059405940595,-0.1188118811881188,-3.3069306930693068,1409057796374,3,4199
-8.504950495049505,-0.0594059405940594,-3.198019801980198,1409057796394,3,4200
-8.425742574257425,-0.06930693069306931,-3.2574257425742577,1409057796413,3,4201
-8.356435643564357,-0.0594059405940594,-3.485148514851485,1409057796433,3,4202
-8.435643564356436,-0.0297029702970297,-3.2772277227722775,1409057796453,3,4203
-8.524752475247524,0.0594059405940594,-3.1683168316831685,1409057796472,3,4204
-8.445544554455445,0.0297029702970297,-3.118811881188119,1409057796492,3,4205
-8.396039603960396,-0.009900990099009901,-3.217821782178218,1409057796511,3,4206
-8.425742574257425,-0.10891089108910891,-3.2871287128712874,1409057796531,3,4207
-8.485148514851485,-0.07920792079207921,-3.1782178217821784,1409057796550,3,4208
-8.475247524752476,0.009900990099009901,-3.108910891089109,1409057796570,3,4209
-8.504950495049505,-0.06930693069306931,-3.089108910891089,1409057796589,3,4210
-8.435643564356436,-0.0297029702970297,-3.128712871287129,1409057796609,3,4211
