X,Y,Z,TimeStamp,RunId,Id
10.257425742574258,-2.5643564356435644,0.009900990099009901,1409058832440,11,16889
11.861386138613861,-0.43564356435643564,-4.465346534653466,1409058832459,11,16890
11.613861386138614,-0.2871287128712871,-4.316831683168317,1409058832479,11,16891
10.801980198019802,0.07920792079207921,-4.0495049504950495,1409058832498,11,16892
10.396039603960396,0.0594059405940594,-3.9207920792079207,1409058832518,11,16893
10.12871287128713,0.0594059405940594,-3.732673267326733,1409058832537,11,16894
11.03960396039604,-0.37623762376237624,-3.8415841584158414,1409058832557,11,16895
11.455445544554456,-0.5445544554455446,-3.7623762376237626,1409058832576,11,16896
11.168316831683168,-0.43564356435643564,-3.8118811881188117,1409058832596,11,16897
10.742574257425742,-0.21782178217821782,-3.8613861386138613,1409058832615,11,16898
10.0,0.04950495049504951,-4.603960396039604,1409058832635,11,16899
10.465346534653465,-0.15841584158415842,-1.9108910891089108,1409058832654,11,16900
10.544554455445544,-0.8514851485148515,-2.2574257425742577,1409058832674,11,16901
10.594059405940595,-0.9900990099009901,-4.287128712871287,1409058832693,11,16902
10.910891089108912,-0.48514851485148514,-4.9405940594059405,1409058832713,11,16903
10.683168316831683,-0.06930693069306931,-4.01980198019802,1409058832733,11,16904
10.396039603960396,0.10891089108910891,-3.613861386138614,1409058832752,11,16905
10.287128712871286,-0.24752475247524752,-3.9702970297029703,1409058832772,11,16906
10.722772277227723,-0.3069306930693069,-4.069306930693069,1409058832791,11,16907
11.178217821782178,-0.49504950495049505,-3.8415841584158414,1409058832811,11,16908
11.178217821782178,-0.9405940594059407,-3.01980198019802,1409058832830,11,16909
11.336633663366337,-0.9306930693069307,-3.0792079207920793,1409058832850,11,16910
11.07920792079208,-0.07920792079207921,-3.0792079207920793,1409058832869,11,16911
11.0,0.13861386138613863,-3.0693069306930694,1409058832889,11,16912
10.970297029702971,0.07920792079207921,-2.9702970297029703,1409058832908,11,16913
10.96039603960396,-0.16831683168316833,-3.0297029702970297,1409058832928,11,16914
10.881188118811881,-0.32673267326732675,-3.108910891089109,1409058832947,11,16915
10.772277227722773,-0.5346534653465347,-3.01980198019802,1409058832967,11,16916
10.623762376237623,-0.6336633663366337,-3.0396039603960396,1409058832986,11,16917
10.564356435643564,-0.7425742574257426,-3.3069306930693068,1409058833006,11,16918
10.455445544554456,-0.6138613861386139,-3.4653465346534653,1409058833025,11,16919
10.356435643564357,-0.31683168316831684,-3.613861386138614,1409058833045,11,16920
10.485148514851485,-0.297029702970297,-3.6732673267326734,1409058833065,11,16921
10.712871287128714,-0.6534653465346535,-3.495049504950495,1409058833084,11,16922
10.990099009900991,-0.7524752475247525,-2.9405940594059405,1409058833104,11,16923
10.930693069306932,-0.36633663366336633,-3.3168316831683167,1409058833123,11,16924
10.762376237623762,-0.5247524752475248,-3.1782178217821784,1409058833143,11,16925
10.544554455445544,-0.25742574257425743,-3.4653465346534653,1409058833162,11,16926
10.534653465346535,-0.6435643564356436,-3.4554455445544554,1409058833182,11,16927
10.554455445544555,-0.5643564356435644,-3.366336633663366,1409058833201,11,16928
10.356435643564357,-0.5445544554455446,-3.4752475247524752,1409058833221,11,16929
10.366336633663366,-0.44554455445544555,-3.495049504950495,1409058833240,11,16930
10.415841584158416,-0.5346534653465347,-3.376237623762376,1409058833260,11,16931
10.693069306930694,-0.46534653465346537,-3.297029702970297,1409058833279,11,16932
10.396039603960396,-0.7425742574257426,-3.386138613861386,1409058833299,11,16933
10.584158415841584,-0.5544554455445545,-3.207920792079208,1409058833318,11,16934
10.633663366336634,-0.36633663366336633,-3.396039603960396,1409058833338,11,16935
10.623762376237623,-0.6237623762376238,-3.613861386138614,1409058833358,11,16936
10.603960396039604,-0.38613861386138615,-3.4752475247524752,1409058833377,11,16937
10.445544554455445,-0.5544554455445545,-3.3465346534653464,1409058833397,11,16938
10.465346534653465,-0.49504950495049505,-3.366336633663366,1409058833416,11,16939
10.772277227722773,-0.43564356435643564,-3.485148514851485,1409058833436,11,16940
10.811881188118813,-0.44554455445544555,-3.2574257425742577,1409058833455,11,16941
10.178217821782178,-0.504950495049505,-3.4554455445544554,1409058833475,11,16942
10.524752475247524,-0.46534653465346537,-3.3168316831683167,1409058833494,11,16943
10.455445544554456,-0.46534653465346537,-3.089108910891089,1409058833514,11,16944
10.405940594059405,-0.39603960396039606,-3.237623762376238,1409058833533,11,16945
10.445544554455445,-0.49504950495049505,-3.396039603960396,1409058833553,11,16946
10.673267326732674,-0.3069306930693069,-3.0594059405940595,1409058833572,11,16947
10.811881188118813,-0.48514851485148514,-3.0297029702970297,1409058833592,11,16948
10.396039603960396,-0.44554455445544555,-3.4455445544554455,1409058833611,11,16949
10.752475247524753,-0.297029702970297,-2.98019801980198,1409058833631,11,16950
11.12871287128713,-0.48514851485148514,-2.9405940594059405,1409058833650,11,16951
10.910891089108912,-0.19801980198019803,-3.0594059405940595,1409058833670,11,16952
10.990099009900991,-0.1188118811881188,-2.4356435643564356,1409058833690,11,16953
11.455445544554456,-0.7227722772277227,-2.613861386138614,1409058833709,11,16954
11.425742574257425,-0.4158415841584158,-2.613861386138614,1409058833729,11,16955
11.396039603960396,-0.10891089108910891,-2.8316831683168315,1409058833748,11,16956
11.673267326732674,-0.297029702970297,-2.7821782178217824,1409058833768,11,16957
11.465346534653465,-0.6930693069306931,-2.3168316831683167,1409058833787,11,16958
11.514851485148515,-0.3069306930693069,-2.5346534653465347,1409058833807,11,16959
11.831683168316832,-0.6633663366336634,-2.4653465346534653,1409058833826,11,16960
11.663366336633663,-0.0594059405940594,-2.6633663366336635,1409058833846,11,16961
11.712871287128714,-0.13861386138613863,-2.9207920792079207,1409058833865,11,16962
11.792079207920793,0.16831683168316833,-3.217821782178218,1409058833885,11,16963
12.08910891089109,0.04950495049504951,-3.4554455445544554,1409058833904,11,16964
12.277227722772277,0.13861386138613863,-3.891089108910891,1409058833924,11,16965
12.198019801980198,0.0594059405940594,-4.217821782178218,1409058833943,11,16966
12.386138613861386,0.0297029702970297,-4.633663366336633,1409058833963,11,16967
12.673267326732674,-0.06930693069306931,-4.653465346534653,1409058833983,11,16968
12.693069306930694,-0.3069306930693069,-4.98019801980198,1409058834002,11,16969
